roi_i,roi_j,tval,p_unc,p_fdr,significant,yeo7_i,yeo7_i_name,yeo17_i,yeo17_i_name,yeo7_j,yeo7_j_name,yeo17_j,yeo17_j_name,HO_i_name,HO_j_name,HO_pair,yeo7_pair,yeo7_kind,yeo17_pair,yeo17_kind
100,312,4.077725,4.968404e-05,0.0048381016,True,5,Limbic,10,Limbic – B,7,Default Mode,17,Temporo-Parietal,Right Subcallosal Cortex,Left Inferior Temporal Gyrus; anterior division,Left Inferior Temporal Gyrus; anterior division ↔ Right Subcallosal Cortex,Default Mode ↔ Limbic,inter,Limbic – B ↔ Temporo-Parietal,inter
109,230,4.0767508,4.9897768e-05,0.004852748,True,7,Default Mode,16,Default Mode – C,0,Unknown,0,Unknown,Right Cingulate Gyrus; anterior division,,Right Cingulate Gyrus; anterior division ↔ Unknown,Default Mode ↔ Unknown,inter,Default Mode – C ↔ Unknown,inter
83,279,4.0758286,5.0113005e-05,0.004865822,True,1,Visual,5,Dorsal Attention – A,6,Frontoparietal Control,13,Frontoparietal Control – C,,Left Middle Frontal Gyrus,Left Middle Frontal Gyrus ↔ Unknown,Frontoparietal Control ↔ Visual,inter,Dorsal Attention – A ↔ Frontoparietal Control – C,inter
112,241,4.0742135,5.034676e-05,0.004865822,True,5,Limbic,17,Temporo-Parietal,6,Frontoparietal Control,12,Frontoparietal Control – B,Left Temporal Pole,Right Superior Frontal Gyrus,Left Temporal Pole ↔ Right Superior Frontal Gyrus,Frontoparietal Control ↔ Limbic,inter,Frontoparietal Control – B ↔ Temporo-Parietal,inter
361,383,4.072875,5.079562e-05,0.004902737,True,1,Visual,5,Dorsal Attention – A,7,Default Mode,14,Default Mode – A,Right Temporal Occipital Fusiform Cortex,Right Superior Temporal Gyrus; posterior division,Right Superior Temporal Gyrus; posterior division ↔ Right Temporal Occipital Fusiform Cortex,Default Mode ↔ Visual,inter,Default Mode – A ↔ Dorsal Attention – A,inter
58,392,4.069424,5.1600506e-05,0.00496791,True,1,Visual,2,Visual – Peripheral,7,Default Mode,16,Default Mode – C,Left Precuneous Cortex,Left Frontal Pole,Left Frontal Pole ↔ Left Precuneous Cortex,Default Mode ↔ Visual,inter,Default Mode – C ↔ Visual – Peripheral,inter
194,360,4.0677166,5.1799543e-05,0.004980815,True,2,Somatomotor,3,Somatomotor – A,3,Dorsal Attention,6,Dorsal Attention – B,Right Postcentral Gyrus,Left Superior Parietal Lobule,Left Superior Parietal Lobule ↔ Right Postcentral Gyrus,Dorsal Attention ↔ Somatomotor,inter,Dorsal Attention – B ↔ Somatomotor – A,inter
21,39,4.066004,5.2124902e-05,0.0049995543,True,0,Unknown,0,Unknown,4,Salience / Ventral Attention,8,Salience/Ventral Attention – B,Left Thalamus,Left Insular Cortex,Left Insular Cortex ↔ Left Thalamus,Salience / Ventral Attention ↔ Unknown,inter,Salience/Ventral Attention – B ↔ Unknown,inter
327,390,4.0642033,5.2524952e-05,0.00501283,True,6,Frontoparietal Control,11,Frontoparietal Control – A,0,Unknown,0,Unknown,Right Precuneous Cortex,Unknown,Right Precuneous Cortex ↔ Unknown,Frontoparietal Control ↔ Unknown,inter,Frontoparietal Control – A ↔ Unknown,inter
56,235,4.0640774,5.2661988e-05,0.005019657,True,3,Dorsal Attention,6,Dorsal Attention – B,7,Default Mode,17,Temporo-Parietal,Right Precentral Gyrus,Left Frontal Pole,Left Frontal Pole ↔ Right Precentral Gyrus,Default Mode ↔ Dorsal Attention,inter,Dorsal Attention – B ↔ Temporo-Parietal,inter
172,191,4.063624,5.2804302e-05,0.0050269696,True,6,Frontoparietal Control,13,Frontoparietal Control – C,3,Dorsal Attention,12,Frontoparietal Control – B,Right Frontal Pole,Right Inferior Frontal Gyrus; pars opercularis,Right Frontal Pole ↔ Right Inferior Frontal Gyrus; pars opercularis,Dorsal Attention ↔ Frontoparietal Control,inter,Frontoparietal Control – B ↔ Frontoparietal Control – C,inter
306,315,4.062658,5.2895513e-05,0.005029405,True,7,Default Mode,13,Frontoparietal Control – C,0,Unknown,0,Unknown,Right Middle Frontal Gyrus,,Right Middle Frontal Gyrus ↔ Unknown,Default Mode ↔ Unknown,inter,Frontoparietal Control – C ↔ Unknown,inter
281,387,4.0617867,5.31521e-05,0.0050381003,True,2,Somatomotor,3,Somatomotor – A,6,Frontoparietal Control,13,Frontoparietal Control – C,Right Precentral Gyrus,Right Frontal Pole,Right Frontal Pole ↔ Right Precentral Gyrus,Frontoparietal Control ↔ Somatomotor,inter,Frontoparietal Control – C ↔ Somatomotor – A,inter
21,121,4.0615954,5.3091862e-05,0.0050381003,True,0,Unknown,0,Unknown,6,Frontoparietal Control,10,Limbic – B,Left Thalamus,Right Frontal Orbital Cortex,Left Thalamus ↔ Right Frontal Orbital Cortex,Frontoparietal Control ↔ Unknown,inter,Limbic – B ↔ Unknown,inter
49,267,4.059574,5.3607837e-05,0.005071963,True,3,Dorsal Attention,6,Dorsal Attention – B,1,Visual,15,Default Mode – B,Left Postcentral Gyrus,Right Parahippocampal Gyrus; posterior division,Left Postcentral Gyrus ↔ Right Parahippocampal Gyrus; posterior division,Dorsal Attention ↔ Visual,inter,Default Mode – B ↔ Dorsal Attention – B,inter
224,314,4.0578637,5.4073793e-05,0.0050976067,True,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,4,Salience / Ventral Attention,14,Default Mode – A,Right Insular Cortex,Left Supramarginal Gyrus; posterior division,Left Supramarginal Gyrus; posterior division ↔ Right Insular Cortex,Salience / Ventral Attention ↔ Salience / Ventral Attention,intra,Default Mode – A ↔ Salience/Ventral Attention – A,inter
9,82,4.057825,5.4078424e-05,0.0050976067,True,4,Salience / Ventral Attention,8,Salience/Ventral Attention – B,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,Left Insular Cortex,Left Temporal Pole,Left Insular Cortex ↔ Left Temporal Pole,Salience / Ventral Attention ↔ Salience / Ventral Attention,intra,Salience/Ventral Attention – A ↔ Salience/Ventral Attention – B,inter
321,361,4.0567346,5.4389435e-05,0.0051066293,True,0,Unknown,0,Unknown,1,Visual,5,Dorsal Attention – A,,Right Temporal Occipital Fusiform Cortex,Right Temporal Occipital Fusiform Cortex ↔ Unknown,Unknown ↔ Visual,inter,Dorsal Attention – A ↔ Unknown,inter
21,231,4.056256,5.4296626e-05,0.0051066293,True,0,Unknown,0,Unknown,1,Visual,1,Visual – Central,Left Thalamus,Left Occipital Fusiform Gyrus,Left Occipital Fusiform Gyrus ↔ Left Thalamus,Unknown ↔ Visual,inter,Unknown ↔ Visual – Central,inter
99,306,4.0546465,5.4771674e-05,0.005131396,True,7,Default Mode,11,Frontoparietal Control – A,7,Default Mode,13,Frontoparietal Control – C,Right Cingulate Gyrus; posterior division,Right Middle Frontal Gyrus,Right Cingulate Gyrus; posterior division ↔ Right Middle Frontal Gyrus,Default Mode ↔ Default Mode,intra,Frontoparietal Control – A ↔ Frontoparietal Control – C,inter
159,294,4.053526,5.514533e-05,0.005153123,True,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,1,Visual,5,Dorsal Attention – A,Right Precentral Gyrus,Right Lateral Occipital Cortex; superior division,Right Lateral Occipital Cortex; superior division ↔ Right Precentral Gyrus,Salience / Ventral Attention ↔ Visual,inter,Dorsal Attention – A ↔ Salience/Ventral Attention – A,inter
100,382,4.053239,5.510146e-05,0.005153123,True,5,Limbic,10,Limbic – B,0,Unknown,0,Unknown,Right Subcallosal Cortex,Unknown,Right Subcallosal Cortex ↔ Unknown,Limbic ↔ Unknown,inter,Limbic – B ↔ Unknown,inter
113,220,4.0525417,5.520531e-05,0.005153123,True,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,2,Somatomotor,3,Somatomotor – A,Right Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),Right Postcentral Gyrus,Right Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex) ↔ Right Postcentral Gyrus,Salience / Ventral Attention ↔ Somatomotor,inter,Salience/Ventral Attention – A ↔ Somatomotor – A,inter
51,359,4.0509872,5.5665845e-05,0.0051615434,True,3,Dorsal Attention,11,Frontoparietal Control – A,2,Somatomotor,3,Somatomotor – A,Left Precuneous Cortex,Right Postcentral Gyrus,Left Precuneous Cortex ↔ Right Postcentral Gyrus,Dorsal Attention ↔ Somatomotor,inter,Frontoparietal Control – A ↔ Somatomotor – A,inter
64,70,4.0503182,5.5699365e-05,0.0051615434,True,6,Frontoparietal Control,8,Salience/Ventral Attention – B,1,Visual,1,Visual – Central,Right Inferior Frontal Gyrus; pars opercularis,Right Occipital Fusiform Gyrus,Right Inferior Frontal Gyrus; pars opercularis ↔ Right Occipital Fusiform Gyrus,Frontoparietal Control ↔ Visual,inter,Salience/Ventral Attention – B ↔ Visual – Central,inter
125,383,4.0502634,5.5715424e-05,0.0051615434,True,0,Unknown,0,Unknown,7,Default Mode,14,Default Mode – A,Right Putamen,Right Superior Temporal Gyrus; posterior division,Right Putamen ↔ Right Superior Temporal Gyrus; posterior division,Default Mode ↔ Unknown,inter,Default Mode – A ↔ Unknown,inter
225,318,4.0490623,5.6205285e-05,0.005189576,True,1,Visual,1,Visual – Central,1,Visual,1,Visual – Central,Right Occipital Fusiform Gyrus,Left Occipital Fusiform Gyrus,Left Occipital Fusiform Gyrus ↔ Right Occipital Fusiform Gyrus,Visual ↔ Visual,intra,Visual – Central ↔ Visual – Central,intra
201,267,4.047971,5.6341913e-05,0.005194325,True,7,Default Mode,10,Limbic – B,1,Visual,15,Default Mode – B,Right Frontal Orbital Cortex,Right Parahippocampal Gyrus; posterior division,Right Frontal Orbital Cortex ↔ Right Parahippocampal Gyrus; posterior division,Default Mode ↔ Visual,inter,Default Mode – B ↔ Limbic – B,inter
65,242,4.047188,5.6460056e-05,0.005194325,True,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,1,Visual,2,Visual – Peripheral,Left Planum Temporale,,Left Planum Temporale ↔ Unknown,Salience / Ventral Attention ↔ Visual,inter,Salience/Ventral Attention – A ↔ Visual – Peripheral,inter
88,274,4.046347,5.687683e-05,0.0052132313,True,6,Frontoparietal Control,8,Salience/Ventral Attention – B,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,Left Middle Frontal Gyrus,Left Central Opercular Cortex,Left Central Opercular Cortex ↔ Left Middle Frontal Gyrus,Frontoparietal Control ↔ Salience / Ventral Attention,inter,Salience/Ventral Attention – A ↔ Salience/Ventral Attention – B,inter
197,241,4.0455146,5.6834608e-05,0.0052132313,True,7,Default Mode,14,Default Mode – A,6,Frontoparietal Control,12,Frontoparietal Control – B,Left Superior Temporal Gyrus; posterior division,Right Superior Frontal Gyrus,Left Superior Temporal Gyrus; posterior division ↔ Right Superior Frontal Gyrus,Default Mode ↔ Frontoparietal Control,inter,Default Mode – A ↔ Frontoparietal Control – B,inter
205,359,4.0422573,5.7732574e-05,0.005279706,True,7,Default Mode,14,Default Mode – A,2,Somatomotor,3,Somatomotor – A,Right Temporal Pole,Right Postcentral Gyrus,Right Postcentral Gyrus ↔ Right Temporal Pole,Default Mode ↔ Somatomotor,inter,Default Mode – A ↔ Somatomotor – A,inter
96,284,4.040604,5.8080204e-05,0.0053051664,True,6,Frontoparietal Control,8,Salience/Ventral Attention – B,1,Visual,15,Default Mode – B,Right Frontal Pole,Right Hippocampus,Right Frontal Pole ↔ Right Hippocampus,Frontoparietal Control ↔ Visual,inter,Default Mode – B ↔ Salience/Ventral Attention – B,inter
115,208,4.0369883,5.906333e-05,0.0053757452,True,4,Salience / Ventral Attention,8,Salience/Ventral Attention – B,1,Visual,2,Visual – Peripheral,Right Supramarginal Gyrus; posterior division,Right Hippocampus,Right Hippocampus ↔ Right Supramarginal Gyrus; posterior division,Salience / Ventral Attention ↔ Visual,inter,Salience/Ventral Attention – B ↔ Visual – Peripheral,inter
133,358,4.036921,5.9023278e-05,0.0053757452,True,7,Default Mode,17,Temporo-Parietal,0,Unknown,0,Unknown,Right Inferior Frontal Gyrus; pars triangularis,Unknown,Right Inferior Frontal Gyrus; pars triangularis ↔ Unknown,Default Mode ↔ Unknown,inter,Temporo-Parietal ↔ Unknown,inter
245,268,4.035748,5.924797e-05,0.0053861532,True,0,Unknown,0,Unknown,1,Visual,2,Visual – Peripheral,Right Thalamus,Left Thalamus,Left Thalamus ↔ Right Thalamus,Unknown ↔ Visual,inter,Unknown ↔ Visual – Peripheral,inter
201,309,4.034487,5.965019e-05,0.00539711,True,7,Default Mode,10,Limbic – B,1,Visual,15,Default Mode – B,Right Frontal Orbital Cortex,Right Parahippocampal Gyrus; posterior division,Right Frontal Orbital Cortex ↔ Right Parahippocampal Gyrus; posterior division,Default Mode ↔ Visual,inter,Default Mode – B ↔ Limbic – B,inter
33,122,4.031962,6.0280065e-05,0.005422558,True,0,Unknown,0,Unknown,1,Visual,2,Visual – Peripheral,Unknown,Left Intracalcarine Cortex,Left Intracalcarine Cortex ↔ Unknown,Unknown ↔ Visual,inter,Unknown ↔ Visual – Peripheral,inter
225,300,4.0311513,6.0602393e-05,0.0054324204,True,1,Visual,1,Visual – Central,0,Unknown,0,Unknown,Right Occipital Fusiform Gyrus,,Right Occipital Fusiform Gyrus ↔ Unknown,Unknown ↔ Visual,inter,Unknown ↔ Visual – Central,inter
37,228,4.0301895,6.0588285e-05,0.0054324204,True,1,Visual,2,Visual – Peripheral,7,Default Mode,17,Temporo-Parietal,Right Precuneous Cortex,Right Middle Temporal Gyrus; anterior division,Right Middle Temporal Gyrus; anterior division ↔ Right Precuneous Cortex,Default Mode ↔ Visual,inter,Temporo-Parietal ↔ Visual – Peripheral,inter
162,390,4.0301175,6.0607537e-05,0.0054324204,True,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,0,Unknown,0,Unknown,Right Central Opercular Cortex,Unknown,Right Central Opercular Cortex ↔ Unknown,Salience / Ventral Attention ↔ Unknown,inter,Salience/Ventral Attention – A ↔ Unknown,inter
77,267,4.0278354,6.1320825e-05,0.005463942,True,4,Salience / Ventral Attention,7,Salience/Ventral Attention – A,1,Visual,15,Default Mode – B,Left Cingulate Gyrus; posterior division,Right Parahippocampal Gyrus; posterior division,Left Cingulate Gyrus; posterior division ↔ Right Parahippocampal Gyrus; posterior division,Salience / Ventral Attention ↔ Visual,inter,Default Mode – B ↔ Salience/Ventral Attention – A,inter
209,312,4.0273924,6.12937e-05,0.005463942,True,7,Default Mode,13,Frontoparietal Control – C,7,Default Mode,17,Temporo-Parietal,Right Middle Temporal Gyrus; posterior division,Left Inferior Temporal Gyrus; anterior division,Left Inferior Temporal Gyrus; anterior division ↔ Right Middle Temporal Gyrus; posterior division,Default Mode ↔ Default Mode,intra,Frontoparietal Control – C ↔ Temporo-Parietal,inter
70,154,4.026666,6.158548e-05,0.005468905,True,1,Visual,1,Visual – Central,7,Default Mode,16,Default Mode – C,Right Occipital Fusiform Gyrus,Left Superior Frontal Gyrus,Left Superior Frontal Gyrus ↔ Right Occipital Fusiform Gyrus,Default Mode ↔ Visual,inter,Default Mode – C ↔ Visual – Central,inter
53,129,4.0256414,6.1768005e-05,0.005478765,True,7,Default Mode,17,Temporo-Parietal,7,Default Mode,16,Default Mode – C,Right Superior Frontal Gyrus,Left Superior Frontal Gyrus,Left Superior Frontal Gyrus ↔ Right Superior Frontal Gyrus,Default Mode ↔ Default Mode,intra,Default Mode – C ↔ Temporo-Parietal,inter
30,289,4.025153,6.19419e-05,0.0054815006,True,7,Default Mode,17,Temporo-Parietal,7,Default Mode,17,Temporo-Parietal,Left Angular Gyrus,Right Frontal Pole,Left Angular Gyrus ↔ Right Frontal Pole,Default Mode ↔ Default Mode,intra,Temporo-Parietal ↔ Temporo-Parietal,intra
73,321,4.024629,6.2064064e-05,0.0054859766,True,6,Frontoparietal Control,12,Frontoparietal Control – B,0,Unknown,0,Unknown,Left Superior Parietal Lobule,,Left Superior Parietal Lobule ↔ Unknown,Frontoparietal Control ↔ Unknown,inter,Frontoparietal Control – B ↔ Unknown,inter
18,240,4.0237064,6.2431165e-05,0.005505649,True,0,Unknown,0,Unknown,3,Dorsal Attention,5,Dorsal Attention – A,,Right Precuneous Cortex,Right Precuneous Cortex ↔ Unknown,Dorsal Attention ↔ Unknown,inter,Dorsal Attention – A ↔ Unknown,inter
11,357,4.022825,6.2648614e-05,0.0055122147,True,7,Default Mode,16,Default Mode – C,0,Unknown,0,Unknown,Right Cingulate Gyrus; posterior division,,Right Cingulate Gyrus; posterior division ↔ Unknown,Default Mode ↔ Unknown,inter,Default Mode – C ↔ Unknown,inter
241,360,4.022719,6.250214e-05,0.005505649,True,6,Frontoparietal Control,12,Frontoparietal Control – B,3,Dorsal Attention,6,Dorsal Attention – B,Right Superior Frontal Gyrus,Left Superior Parietal Lobule,Left Superior Parietal Lobule ↔ Right Superior Frontal Gyrus,Dorsal Attention ↔ Frontoparietal Control,inter,Dorsal Attention – B ↔ Frontoparietal Control – B,inter
239,327,4.021982,6.272414e-05,0.005512531,True,6,Frontoparietal Control,11,Frontoparietal Control – A,6,Frontoparietal Control,11,Frontoparietal Control – A,Right Cingulate Gyrus; anterior division,Right Precuneous Cortex,Right Cingulate Gyrus; anterior division ↔ Right Precuneous Cortex,Frontoparietal Control ↔ Frontoparietal Control,intra,Frontoparietal Control – A ↔ Frontoparietal Control – A,intra
146,188,4.018632,6.376232e-05,0.0055654775,True,1,Visual,1,Visual – Central,1,Visual,15,Default Mode – B,Right Temporal Occipital Fusiform Cortex,Left Temporal Fusiform Cortex; posterior division,Left Temporal Fusiform Cortex; posterior division ↔ Right Temporal Occipital Fusiform Cortex,Visual ↔ Visual,intra,Default Mode – B ↔ Visual – Central,inter
342,368,4.018341,6.371716e-05,0.0055654775,True,1,Visual,2,Visual – Peripheral,7,Default Mode,16,Default Mode – C,Right Precuneous Cortex,Left Cingulate Gyrus; posterior division,Left Cingulate Gyrus; posterior division ↔ Right Precuneous Cortex,Default Mode ↔ Visual,inter,Default Mode – C ↔ Visual – Peripheral,inter
170,239,4.0168414,6.410999e-05,0.005583106,True,5,Limbic,10,Limbic – B,6,Frontoparietal Control,11,Frontoparietal Control – A,Right Putamen,Right Cingulate Gyrus; anterior division,Right Cingulate Gyrus; anterior division ↔ Right Putamen,Frontoparietal Control ↔ Limbic,inter,Frontoparietal Control – A ↔ Limbic – B,inter
16,294,4.0168033,6.4334155e-05,0.0055899234,True,6,Frontoparietal Control,13,Frontoparietal Control – C,1,Visual,5,Dorsal Attention – A,Right Middle Frontal Gyrus,Right Lateral Occipital Cortex; superior division,Right Lateral Occipital Cortex; superior division ↔ Right Middle Frontal Gyrus,Frontoparietal Control ↔ Visual,inter,Dorsal Attention – A ↔ Frontoparietal Control – C,inter
